dodder,age
doddering,aged
dodge,about the bush
dodger,Artful Dodger
dodging,bickering
dodo,Methuselah
doe,Belgian hare
doer,activist
doff,cast off
dog days,broiling sun
dog eared,auriculate
dog in the manger,careerist
dog tag,ID card
dog tired,all in
dog,hound
dog-eat-dog,bowelless
dogface,Zouave
dogged,adamant
doggedly,assiduously
doggerel,Doric
dogging,aggravation
dogie,Arab
dogleg,L
dogma,Athanasian Creed
dogmatic,Sabbatarian
dogmatics,Buddhology
dogmatism,Sabbatarianism
dogmatist,ass
dogtrot,amble
dogwatch,anchor watch
dohickey,affair
doing,accidental
doings,accomplished fact
dojigger,affair
dolce,a cappella
doldrums,anticyclone
dole,accord
doleful,affecting
dolittle,bum
doll up,adorn
doll,Elzevir
dollar,currency unit
dollhouse,agate
dollop,bit
dolly,Amytal
dolmen,arch
dolor,Schmerz
dolorous,affecting
dolphin,Chiroptera
dolt,Boeotian
doltish,Boeotian
domain,academic discipline
dome,antenna tower
domestic science,baking
domestic,anchoritic
domesticate,acclimate
domesticated,broken
domicile,abide
dominance,ascendance
dominant,absolute
dominate,be in
domination,absolutism
domineer,beat down
domineering,Olympian detachment
Dominican,Augustinian
dominion,acme
Don Juan,Artful Dodger
Don Quixote,Bayard
don,Herr
Donar,Aesir
donate,accommodate
donation,accommodation
done for,SOL
done with,SOL
done,SOL
dong,chime
donkey,Boeotian
donna,Eve
donnish,academic
donnybrook,Bedlam let loose
donor,Maecenas
doodad,affair
doodle,ass
doom,Day of Judgment
doomed,accursed
doomful,apocalyptic
door,portal
doorbell,bell
doorjamb,French door
doorkeeper,acolyte
doormat,Milquetoast
doorpost,French door
doorstop,arrest
doorway,French door
dope fiend,LSD user
dope out,arrange
dope,Boeotian
doped,anesthetized
dopey,abeyant
Doppelganger,actual thing
dorm,boardinghouse
dormancy,a wise passiveness
dormant,abeyant
dormer,bay
dormitory,bedchamber
dorsal,accented
dose,French disease
doss,assembly-line housing
dossier,blank
dot,accent
dotage,advanced age
dotard,Father Time
dote,adore
doting,affectionate
dotted,bespangled
dotty,abnormal
double agent,Benedict Arnold
double check,audit
double cross,Judas kiss
double dealer,Artful Dodger
double dealing,Machiavellian
double Dutch,Aesopian language
double edged,acid
double entendre,ambiguity
double header,bout
double meaning,ambiguity
double personality,alcoholic
double quick,acceleration
double take,PS
double talk,absurdity
double time,Trinkgeld
double,Doppelganger
doubled,creased
doubles,bout
doublet,both
doublethink,Janus
doubling,Janus
doubloon,coin
doubt,Humism
doubtful,Humean
doubting,Pyrrhonic
doubtless,absolutely
doubtlessly,absolutely
douche,Finnish bath
dough,albumen
doughboy,Anzac
doughy,adhesive
dour,Spartan
douse,bang
dousing,baptism
dove,angel
dovelike,altricial
dovetail,accord
dovetailing,a propos
dowager,Eve
dowdy,archaic
dower,ability
down at the heel,beat-up
down in the mouth,bowed-down
down the drain,all gone
down under,Africa
down,COD
down-and-out,ausgespielt
down-to-earth,earthy
downbeat,Cassandra-like
downcast,beating
downdraft,air current
downer,Amytal
downfall,Waterloo
downgrade,abase
downhearted,blue
downhill,adown
downpour,affluence
downright,a outrance
downtime,break
downtown,Bowery
downtrodden,abject
downturn,boom
downward trend,cascade
downward,adown
downy,airy
dowry,ability
doxology,Agnus Dei
doxy,chippy
doyen,artist
doze,beauty sleep
dozen,L
DP,Ishmael
drab,bag
Draconian,Tartarean
Dracula,Frankenstein
draft animal,Siberian husky
draft,CD
drafting,aspiration
drafty,aeolian
drag in,edge in
drag on,abide
drag out,adjourn
drag,adduct
dragged out,drawn
draggle,bag
draggled,beat-up
dragnet,abduction
dragon,Argus
dragoon,blackjack
drain,abate
drainage,air-drying
drained,ablated
draining,aspiration
drake,Bantam
dram,ace
drama,Broadway
dramatic,Alcaic
dramatics,Thespian art
dramatist,advertising writer
dramatize,act a part
drape,adorn
draper,baker
drapery,aglet
drastic,Draconian
draught,CD
draughtsman,CD
draughty,CD
draw and quarter,defoliate
draw back,avoid
draw in,abbreviate
draw near,accost
draw on,act on
draw out,arouse
draw the line,analyze
draw up,bring up
draw,Tweedledum and Tweedledee
drawback,abatement
drawbridge,Bifrost
drawer,architectural draftsman
drawing room,Pullman
drawing,adductive
drawl,accent
drawn out,dragged out
drawn,alike
drayage,air express
dread,abject fear
dreadful,Bildungsroman
dreadfully,abominably
dream up,beget
dream,vision
dreamer,Don Quixote
dreaming,Walter Mitty
dreamland,Agapemone
dreamlike,chimerical
dreamworld,airy nothing
dreamy,Barmecidal
dreary,Quaker-colored
dredge up,accumulate
dredge,avulse
dregs,alluvion
drench,bathe
drenched,addled
drenching,brewing
dress circle,auditorium
dress down,call down
dress up,adorn
dress,skirt
dressed to kill,braw
dressing room,L
dressing,Ace bandage
dribble away,ablate
dribble,ace
driblet,ace
dried up,Sanforized
dried,adust
drier,air brush
drift away,decline
drift,Brownian movement
drifter,Ahasuerus
drifting,ascending
drill,SOP
drink in,absorb
drink to,bib
drink up,absorb
drink,imbibe
drip,balderdash
dripping wet,awash
drive away,attenuate
drive back,beat back
drive in,automat
drive on,accelerate
drive up the wall,aggravate
drive,Autobahn
drivel,Greek
driver,Jehu
driveway,Autobahn
driving force,bunt
driving,acid
drizzle,Scotch mist
droit,appurtenance
droll,Attic
dromedary,Cape elk
drone,Indian file
droning,birring
drool,absurdity
droop,amble
drooping,anemic
droopy,anemic
drop in the bucket,a continental
drop in,admit
drop it,abandon
drop off,abate
drop out,abandon
drop the subject,abandon
drop,abandon
droplet,bead
dropout,Bohemian
droppings,BM
dropsy,abscess
dross,alluvion
drought,absence
drove,army
drover,Gyropilot
drown,OD
drowned,afloat
drowse,beauty sleep
drowsiness,acedia
drowsy,anesthetized
drub,bang
drudge,administer to
drudgery,chore
drug addict,LSD user
drug addiction,a habit
drug culture,a habit
drug user,LSD user
drug,Adrenalin
drugged,affectless
drugstore cowboy,TV-viewer
drugstore,antique store
Druid,Cassandra
drum out,boot
drum,barrage
drumbeat,barrage
drumhead,bender
drumming,arrhythmia
drumstick,ankle
drunk,ablaze
drunkard,Bowery bum
drunken,addicted to drink
drunkenness,Dutch courage
druthers,affinity
dry clean,bleach
dry cure,anhydrate
dry dock,anchorage
dry land,acres
dry nurse,aliment
dry rot,blast
dry run,Gedankenexperiment
dry up,Sanforize
dry,Rabelaisian
dryasdust,Jonathan Oldbuck
drying,Sanforizing
dryness,acerbity
drypoint,aquatint
dual personality,alcoholic
dual,Janus-like
dualism,Janus
dualistic,bifold
dub,baptize
dubious,Humean
ducal,aristocratic
ducat,coin
duce,Mahdi
duchy,Kreis
duck out,beat it
duck,species of bird
duckling,Bantam
ducky,OK
duct,Eustachian tube
ductile,adaptable
dud,abortion
dude ranch,arable land
dude,Beau Brummel
dudgeon,ferment
duds,apparel
due process,actionability
due to,after
due,according to Hoyle
duel,affair of honor
duelist,battler
duenna,abigail
dues,accounts payable
duet,bipartisanship
duff,arse
duffel,accouterments
duffer,arab
dugout,abri
duke,Brahman
dukedom,ally
dulcet,achingly sweet
dulcify,allay
dull,KO
dullard,Boeotian
dulling,abating
dullness,abruptness
duly constituted,absolute
duly,accordingly
dumb show,acting
dumb,Boeotian
dumbbell,Boeotian
dumbfound,amaze
dumbfounded,agape
dumbness,anaudia
dumbstruck,agape
dummy,Boeotian
dump on,abase
dump,Augean stables
dumpling,Italian paste
dumps,blahs
dumpy,Lilliputian
Dun and Bradstreet rating,bank credit
dun,account
dunce,Boeotian
dunderhead,addlebrain
dune,anthill
dung,BM
dungarees,Bermuda shorts
dungeon,POW camp
dunk,baptize
dunking,baptism
dunning,blandishment
duo,both
duodenal,abdominal
duodenum,abdomen
duologue,Grand Guignol
dupable,cullible
dupe,Charlie McCarthy
duplex,Janus-like
duplicate,Doppelganger
duplicated,biform
duplication,Janus
duplicity,Janus
durability,abidingness
durable,abiding
durables,appliances
duration,abidingness
duress,amperage
dusk,bad light
dusky,acheronian
dust bowl,Arabia Deserta
dust,acres
dusty,Quaker-colored
Dutch uncle,Polonius
duteous,acquiescent
dutiful,Christian
duty,Mass
dwarf,Ariel
dwarfed,Lenten
dwell in,abide in
dwell on,accent
dwell,abide
dweller,addressee
dwelling,abiding
dwindle,abate
dwindling,at rest
dyad,both
dybbuk,Baba Yaga
dye,acid color
dyed-in-the-wool,absolute
dying,abatement
dyke,amazon
dynamic,activating
dynamics,activity
dynamism,adventuresomeness
dynamite,Ballistite
dynamiter,annihilator
dynast,anointed king
dyne,atomerg
dysentery,African lethargy
dyspepsia,abscess
dyspeptic,allergic
dysphasia,aphasia
dystopia,Agapemone
each,all
eager beaver,activist
eager,accordant
eagerly,animatedly
eagerness,OK
eagle eye,X-ray eye
eagle,Argus
ear lobe,Eustachian tube
ear piercing,acute
ear splitting,booming
ear,auditory organ
eardrum,Eustachian tube
earl,Brahman
earlier,aforetime
earliness,anachronism
early,a priori
earmark,allocate
earn,acquire
earnest,abandoned
earnestly,actively
earnestness,abandon
earnings,accession
earphone,acoustical network
earring,anklet
earshot,ace
earth,Mother Earth
Earth,World
earthborn,Adamite
earthbound,arid
earthenware,Kinkozan ware
earthiness,Adam
earthling,Adamite
earthly,Philistine
earthquake,apoplexy
earthshaker,astonishment
earthshaking,big
earthwork,abatis
earthy,Adamic
ease off,abate
ease up,abate
ease,Atticism
easel,air brush
easement,abatement
easily,absolutely
easing,abatement
East,Africa
east,E
Easter,Advent
easterly,E
easy going,clarity
easy mark,babe
Easy Street,affluence
easy,Attic
easygoing,Bohemian
eat away,abate
eat crow,abjure
eat up,ablate
eat,ablate
eating,cannibal
eaves,ceiling
eavesdrop,attend
eavesdropper,Paul Pry
ebb and flow,Lissajous figure
ebb tide,dead low water
ebb,abate
ebony,acacia
ebullient,active
ebullition,ado
eccentric,aberrant
eccentricity,aberrance
ecclesiastic,DD
ecclesiastical,abbatial
echelon,battle array
echo,CRT spot
echoic,answering
echoing,answering
eclair,Danish pastry
eclampsia,Jacksonian epilepsy
eclat,PR
eclectic,Cyrenaic
eclipse,adumbrate
ecliptic,anklet
ecology,aerobiology
economic,Scotch
economical,Scotch
economically,briefly
economics,Keynesian economics
economizing,Scotch
economy,GNP
ecosphere,aerosphere
ecru,aureate
ecstasy,abandon
ecstatic,abandoned
ectoplasm,animal cell
ectoplasmic,astral
ecumenical,all-comprehending
ecumenism,Anschluss
eczema,acne
eddy,Charybdis
edema,abscess
Eden,Agapemone
edge in,admit
edge tool,adz
edge,corner
edgewise,aside
edgy,agitable
edible,board
edict,act
edification,accomplishments
edifice,Dymaxion house
edify,acculturate
edifying,autodidactic
edit,abbreviate
edition,arrangement
editor,allegorist
editorial,allegorizing
editorialize,author
educable,apt
educate,acculturate
educated,abreast of
education,accomplishments
educational,academic
educator,abecedarian
educe,arouse
edulcorate,bolt
eerie,arcane
eeriness,Hippocratic face
efface,annul
effect,Z
effective,able
effectively,ably
effectiveness,acme
effects,acquest
effectual,able
effectuate,abide by
effeminate,AC-DC
effeminize,castrate
effervesce,assibilate
effervescence,ado
effervescent,active
effete,ablated
efficacious,able
efficiency,ability
efficient,able
efficiently,ably
effigy,companion
effluent,affluent
effluvium,afterdamp
effort,accomplished fact
effortless,Mickey Mouse
effortlessly,adeptly
effrontery,arrogance
effuse,abounding
effusive,abundant
egest,barf
egg on,agitate
egg white,albumen
egg,ovum
eggbeater,agitator
eggshell,alabaster
ego trip,acquisitiveness
ego,I
egocentric,Narcissus
egotism,acquisitiveness
egotist,Narcissus
egotistic,acquisitive
egotistical,acquisitive
egregious,a bit much
egress,abandonment
eiderdown,afghan
eidolon,Masan
eight,Octateuch
eighth,contraoctave
eighty six,abandon
either,a certain
ejaculate,achieve satisfaction
ejaculation,blowout
ejaculatory,blurting
eject,abrupt
ejection seat,Mae West
ejection,banishment
eke out,accomplish
el,Amtrak
elaborate,Babylonian
elaborateness,Babylonian splendor
elaboration,accomplishment
elan,activity
elapse,advance
elapsed,ago
elastic,Lastex
elasticity,adaptability
elate,brighten
elated,beaming
elation,abstraction
elbow,L
elbowroom,air space
elder statesman,Admirable Crichton
elder,Aaronic priesthood
elderly,advanced
elect,FFVs
elected,accepted
election,Calvinism
elective,academic specialty
electorate,Kreis
electric chair,ax
electric current,AC
electric meter,VOM
electric power,atomic power
electric wire,BX cable
electric,Amtrak
electrical parts and devices,alternator
electrical,agitating
electricity,TelAutography
electrified,battery-powered
electrify,agitate
electrifying,abrupt
electrocution,beheading
electrolysis,acetification
electrolyze,acetify
electromagnetism,diamagnetism
electron emission,Becquerel ray
electron,Kern
electronics,Newtonian physics
electroplating,anion
electrostatic,battery-powered
eleemosynary,almsgiving
elegance,Babylonian splendor
elegant,Attic
elegiac,Alcaic
elegist,Meistersinger
elegize,bemoan
elegy,English sonnet
element,acid
elemental,ab ovo
elementary education,abecedarium
elementary particle,Kern
elementary,ab ovo
elements,Communion
elephant,Angora goat
elephantine,Atlantean
elevate,acculturate
elevated,Amtrak
elevation,Olympian heights
eleven,L
eleventh hour,A-day
elf,Ariel
elfdom,eeriness
elfin,Lilliputian
elfish,arch
elicit,arouse
elide,abbreviate
eligibility,acceptability
eligible,acceptability
eliminate,abandon
elimination,abolishment
elision,abbreviation
elite,FFVs
elitist,Brahmin
elixir,axiom
elk,Cape elk
ell,L
ellipse,arc
ellipsis,abbreviation
ellipsoid,ball
ellipsoidal,bell-like
elliptic,Spartan
elliptical,Spartan
elocution,accents
elongate,continue
elongated,dragged out
elope,abscond
elopement,AWOL
eloquence,articulacy
eloquent,Ciceronian
else,above
elsewhere,abroad
elucidate,account for
elucidation,allegorization
elucidative,allegorizing
elude,avoid
elusion,avoidance
elusive,baffling
Elysian,Olympian
emaciate,Sanforize
emaciated,Sanforized
emanate,accrue from
emanation,aroma
emancipate,affranchise
emancipated,afoot and lighthearted
emasculate,alter
emasculated,asexual
embalm,anhydrate
embalming,anhydration
embankment,L
embargo,Eighteenth Amendment
embark upon,accept
embark,air-express
embarkation,boarding
embarrass,abash
embarrassed,abashed
embarrassing,awkward
embarrassment,abasement
embassy,Dymaxion house
embattle,arm
embed,bed
embellish,adorn
embellished,adorned
embellishment,acciaccatura
Ember days,Advent
ember,alluvion
embezzle,abstract
embezzlement,abstraction
embitter,acerbate
embittered,acerb
emblazon,adorn
emblem,adumbration
embodied,compact of
embodiment,Anschluss
embody,absorb
embolden,abet
embolism,bar
embossed,anaglyphic
embossment,anaglyph
embrace,abduct
embracing,adoption
embrocate,anoint
embroider,adorn
embroidered,adorned
embroidery,adjunct
embroilment,action
embryology,aerobiology
embryonic,abecedarian
emcee,AFTRA
emend,acculturate
emerald,adamant
emerge,accrue from
emergence,apparition
emergency,X ray
emergent,approaching
emeritus,assistant
emery,aluminum oxide
emetic,abstergent
emigrant,DP
emigrate,depart
eminence,Olympian heights
eminent domain,angary
eminent,Olympian
eminently,abundantly
emir,Esquire
emissary,Hermes
emission,blowout
emit,aerate
emollient,alleviating
emote,act
emotion,a high
emotional,affecting
emotionalism,abstraction
emotionalize,act
emotionless,chill
emotive,affecting
empathetic,accordant
empathize,accord
empathy,accent
emperor,anointed king
emphasis,Alexandrine
emphasize,accent
emphatic,absolute
emphatically,absolutely
emphysema,Asiatic flu
empire,administration
empirical,Cyrenaic
empiricism,Christian ethics
emplacement,abode
employ,active use
employable,accessible
employed,applied
employee,assistant
employer,boss
employment,act
emporium,auto show
empower,accredit
empowered,absolute
emptiness,absence
empty handed,bare-handed
empty headed,awkward
empty of,bankrupt in
empty,abandoned
emptying,aspiration
emulate,challenge
emulsify,admix
emulsion,backing
en bloc,across the board
en masse,across the board
en rapport,accordant
en route to,against
enable,OK
enact,accomplish
enactment,accomplishment
enamel,apply paint
enamor,allure
enamored,attached to
encampment,Konzentrationslager
encapsulate,box
encase,bag
encephalitis,adenoiditis
enchant,absorb
enchanted,agape
enchanter,Artful Dodger
enchanting,Circean
enchantment,Jonah
enchantress,Circe
enchased,carved
encircle,admit
encircled,begirt
encirclement,aerial tactics
encircling,ambient
enclave,arena
enclose,admit
enclosed,barred
enclosing,ambient
enclosure,abatis
encomium,acclaim
encompass,accouple
encore,acclaim
encounter therapy,Arica movement
encounter,Olympic games
encourage,abet
encouragement,abetment
encouraging,alluring
encroach,abuse a privilege
encroachment,adoption
encumber,add
encumbered,burdened
encumbrance,affliction
encyclical,Pastoral Epistle
encyclopedia,atlas
encyclopedic,abstruse
end all,KO
end result,accomplishment
end,Friday
endanger,chance
endear,allure
endearment,artful endearments
endeavor,accept
ended,SOL
endemic,abnormality
ending,Z
endless,ageless
endlessly,ad infinitum
endocrine,adrenal
endorse,OK
endorsement,John Hancock
endorser,Maecenas
endow,accommodate
endowed,accoutered
endowment,Altmann theory
endpaper,acknowledgments
endue,accouter
endurance,abidingness
endure,abide
enduring,Spartan
endways,adjacent
enema,ablution
enemy,adversary
energetic,active
energetically,actively
energize,activate
energizer,abettor
energizing,activating
energy,power
enervate,abate
enervated,apathetic
enfant terrible,JD
enfeeble,abate
enfeebled,ausgespielt
enfold,bosom
enforce,abide by
enforcement,carrying out
enfranchise,affranchise
enfranchised,acceptable
engage in,accept
engage,absorb
engaged,absorbed
engagement,Olympic games
engaging,absorbing
engender,arouse
engine,motor
engineer,Seabee
English horn,Pandean pipe
English,Abnaki
engorge,allay
engorged,allayed
engram,Mnemosyne
engrave,assemble
engraved,alveolar
engraver,accountant
engraving,CYSP sculpture
engross,absorb
engrossed,absent
engrossing,absorbing
engulf,baptize
engulfed,afloat
enhance,accelerate
enhanced,accelerated
enhancement,Great Leap Forward
enigma,Chinese puzzle
enigmatic,able
enjoin,adjure
enjoy,adore
enjoyable,affable
enjoyment,advantage
enlace,braid
enlarge,add to
enlarged,accelerated
enlargement,Ditto copy
enlighten,account for
enlightened,ablaze
enlightener,adviser
enlightening,advisory
enlightenment,accomplishments
enlist,affiliate
enlistment,acceptance
enliven,amuse
enlivened,aboveground
enmesh,absorb
enmity,Discordia
ennoble,advance
ennui,acedia
enormity,abjectness
enormous,Atlantean
enough,abundance
enquire,ask
enquirer,ask
enquiry,ask
enrage,anger
enrapture,allure
enraptured,abandoned
enravish,becharm
enravished,agape
enrich,acculturate
enrichment,Great Leap Forward
enrobe,apparel
enroll,affiliate
enrollment,acceptance
ensconce,anchor
ensemble,German band
enshrine,aggrandize
enshroud,apparel
ensign,Dannebrog
ensilage,barley
enslave,adopt
ensnare,allure
ensnarl,allure
ensue,attend
ensuing,after
ensure,arm
entail,add a codicil
entailed,absolute
entangle,absorb
entanglement,abatis
entente,NATO
enter into,assemble
enter upon,accept
enter,admit
entered,booked
enteric,abdominal
entering,approaching
enteritis,adenoiditis
enterprise,Aktiengesellschaft
enterprising,active
entertain,accommodate
entertaining,amusing
entertainment,Kaffeeklatsch
enthrall,absorb
enthralled,agape
enthralling,absorbing
enthrone,aggrandize
enthusiasm,acquiescence
enthusiast,Don Quixote
enthusiastic,ablaze
entice,allure
enticement,agacerie
enticing,Circean
entire,absolute
entirely,absolutely
entirety,aggregate
entitle,allow
entitled,ascribable
entity,an existence
entomb,bottle up
entomology,anatomy
entourage,alentours
entrails,abdomen
entrain,bicycle
entrance,access
entranced,agape
entrancing,Circean
entrant,abecedarian
entrap,allure
entrapment,agacerie
entreat,adjure
entreaty,Angelus
entree,access
entrench,arm
entrenchment,abri
entrepreneur,a
entropy,EDP
entrust,accredit
entry,access
entwine,braid
enumerate,block out
enumeration,accounting
enunciate,advance
enunciated,affirmed
enunciation,affirmance
envelop,apparel
envelope,aura
enveloped,armored
envelopment,bandage
envenom,abuse
enviable,acceptable
envious,beefing
environment,ambience
environs,airspace
envisage,admit
envision,anticipate
envisioning,Vorstellung
envoy,agent
envy,Faustianism
enzyme,beta-amylase
eolith,ancient manuscript
eon,Platonic year
epaulet,Hershey bar
ephemeral,brief
epic,English sonnet
epicure,Brillat-Savarin
epicurean,Cyrenaic
epicureanism,Cyrenaic hedonism
epidemic,abounding
epidemiology,aerial infection
epidermal,ankle-deep
epidermis,blastoderm
epigram,Atticism
epigrammatic,aphoristic
epigraph,banner
epilepsy,Jacksonian epilepsy
epileptic,allergic
epilogue,PS
Epiphany,Advent
epiphany,Christophany
episcopacy,abbacy
episcopal,abbatial
episode,action
episodic,aimless
epistemology,aesthetics
epithet,abuse
epitome,abbreviation
epitomize,abbreviate
epoch,Bronze Age
epochal,alternate
equable,accordant
equal to,able
equal,accord
equality,agreement
equalize,accommodate
equalizer,KO
equalizing,accommodation
equally,according to circumstances
equanimity,accordance
equate,accommodate
equation,accommodation
equator,Antarctic Zone
equatorial,aestival
equerry,boy
equestrian,asinine
equidistant,aligned
equilateral,balanced
equilibrium,accordance
equine,Houyhnhnm
equinox,aphelion
equip,accouter
equipage,accouterments
equipment,Lecher wires
equipoise,balance
equipped,accoutered
equispaced,aligned
equitable,balanced
equity,Code Napoleon
equivalence,accord
equivalent,Doppelganger
equivocal,agnostic
equivocate,about the bush
equivocation,ambiguity
era,Bronze Age
eradicate,abate
eradicative,all-consuming
erase,abbreviate
erasure,abbreviation
Erato,Apollo
ere,already
Erebus,Aides
erect,Christian
erection,Dymaxion house
ergo,accordingly
ermine,Australian seal
erode,abate
eroded,abated
erogenous,amorous
Eros,Agdistis
erosion,ablation
erotic,amative
erotica,French literature
eroticism,andromania
err,backslide
errancy,aberrancy
errand boy,Ganymede
errand,agency
errant,aberrant
errantry,Wanderjahr
errata,acknowledgments
erratic,aberrant
erratum,clerical error
erroneous,Albigensian
error,ALGOL
ersatz,affected
erstwhile,already
eruct,belch
erudite,abstruse
erudition,Sophia
erupt,OD
eruption,access
eruptive,agitable
erwhelming,perturbing
erythrocyte,Rh factor
escalate,boost
escalation,apotheosis
escapade,antic
escape hatch,alternative
escape notice,be latent
escape,abandonment
escapism,alienation
escapist,Don Quixote
escarpment,abatis
eschatology,Buddhology
eschew,abstain
escort,accompany
escrow,bail
escutcheon,achievement
esoteric,absolute
esoterica,abstruseness
esoterics,anagoge
ESP,answer
especial,absolute
especially,a fortiori
Esperanto,Arulo
espial,bringing to light
espionage,bugging
esplanade,alameda
espousal,Gretna Green wedding
espouse,accept
esprit de corps,accord
esprit,Atticism
espy,behold
esquire,Brahman
essay,acid test
essayist,advertising writer
essence,affective meaning
essential,ab ovo
essentially,a outrance
establish,acclimate
established,accepted
establishment,A
Establishment,John Bull
estate,Everyman
esteem,OK
esteemed,admired
ester,animal oil
estimable,Christian
estimate,account as
estimation,account
estop,anticipate
estrange,abrupt
estranged,alienated
estuarine,alluvial
estuary,arm
et cetera,and all
etch,bed
etched,confirmed
etching,abstract art
eternal,ageless
eternally,ad infinitum
eternity,Beulah
ethane,alcohol
ether,Caelus
ethereal,Elysian
etherealize,adulterate
etherize,KO
ethical,Christian
ethics,aesthetics
ethnic group,breakaway group
ethnocentric,clannish
ethos,Ten Commandments
ethyl,avgas
etiology,accounting for
etiquette,amenities
etude,Nachtmusik
etymology,bowwow theory
Eucharist,Communion
euchre,beat
eugenics,Altmann theory
eulogize,acclaim
eulogy,acclaim
eupeptic,accepting
euphemism,Gongorism
euphemistic,elegant
euphonious,achingly sweet
euphony,accord
euphoria,abstraction
euphoric,accepting
euphuism,Gongorism
Eurasian,Cape Colored
Europe,Africa
eurythmics,balance
Euterpe,Apollo
euthanasia,bane
evacuate,abandon
evacuation,BM
evacuee,DP
evade,abstain
evaluate,appraise
evaluation,analyzing
evanescent,atomic
evangelical,Biblical
evangelist,Ambrose of Milan
evangelistic,Biblical
evaporate,aerate
evaporated,adust
evaporation,ablation
evasion,abstention
evasive,ambiguous
even tempered,bovine
even,Laodicean
evenhanded,balanced
evening,dusk
evenly,ad eundem
evenness,abnegation
evensong,Mass
event,show
eventful,active
eventide,close of day
eventual,anticipated
eventuality,accident
eventually,after all
ever so,a deal
ever,all the time
everglade,baygall
evergreen,abiding
everlasting,ageless
evermore,always
everted,arsy-varsy
every other,alternate
everybody,Everyman
everyday,Attic
Everyman,Cockney
everyone,Everyman
everything,A to Z
everywhere,all over
evict,boot out
eviction,disendowment
evidence,Christophany
evident,apparent
evidential,Christophanic
evidently,apparently
evil eye,Jonah
evil looking,evil-eyed
evil minded,base-minded
evil nature,amorality
evil spirit,Baba Yaga
evil,Loki
evil-minded,bad
evildoing,crime
evilness,arrantness
evince,affect
eviscerate,abate
evisceration,abatement
evocation,arousal
evocative,arousing
evoke,ape
evolution,addition
evolutionary,advancing
evolve,advance
evolving,accomplishment
evulsion,avulsion
ewe,Partlet
ex officio,absolute
ex post facto,a priori
ex,aside from
exacerbate,accelerate
exacerbation,accelerando
exact,accurate
exacting,Herculean
exaction,admission
exactly,OK
exactness,absoluteness
exaggerate,accelerate
exaggerated,a bit much
exaggeration,abandon
exalt,acclaim
exaltation,accolade
exalted,Olympian
exam,audition
examination,Pap test
examine,air
examiner,analyst
examining,analytic
example,admonishment
exasperate,TB
exasperated,aggravated
exasperating,aggravating
exasperation,aggravation
excavate,avulse
excavation,abysm
exceed,beat
exceedingly,almighty
excel,be born for
excellence,accomplishment
excellent,Al
except,abjure
excepted,chartered
excepting,aside from
exception,abjuration
exceptional,aberrant
exceptionally,abundantly
excerpt,choose out
excess,Saturnalia
excessive,a bit much
excessively,abominably
excessiveness,abandon
exchange,American Stock Exchange
exchequer,Fort Knox
excise,VAT
excision,abscission
excitable,agitable
excite,activate
excited,ablaze
excitement,action
exciting,acceptable
exclaim,allude to
exclamation,Parthian shot
exclude,abjure
excluded,absurd
excluding,aside from
exclusion,Eighteenth Amendment
exclusive of,aside from
exclusive,Olympian
exclusively,alone
exclusiveness,Jim Crow
excogitate,cogitate
excommunicate,accurse
excoriate,abrade
excrement,carrion
excrete,bleed
excretion,cleaning out
excretory,egestive
excruciating,acute
excruciatingly,abominably
exculpate,absolve
exculpation,absolution
excursion,aberrancy
excursive,O-shaped
excusable,admissible
excuse,abject apology
excused,absolved
execrable,abhorrent
execrate,abhor
execration,Anglophobia
execute,abide by
executed,accomplished
execution,accomplished fact
executive officer,ADC
executive,administrating
executor,actor
exegesis,allegorization
exemplar,Geistesgeschichte
exemplary,admirable
exemplification,allegorization
exemplify,absolve
exempt,absolve
exemption,absolution
exercise,Nachtmusik
exert,apply
exertion,action
exfoliate,arrange in layers
exhalation,air
exhale,aerate
exhaust,abate
exhausted,ablated
exhausting,arduous
exhaustion,abatement
exhaustive,absolute
exhibit,advertise
exhibition,benefit
exhibitionism,active algolagnia
exhibitionist,bugger
exhilarate,amuse
exhilarated,agog
exhilarating,activating
exhilaration,a high
exhort,admonish
exhortation,address
exigency,case of need
exigent,Spartan
exiguity,Lenten fare
exiguous,Lenten
exile,DP
exiled,banned
exist,Be
existence,accessibility
existent,aboveground
existential,Cyrenaic
existing,actual
exit,AWOL
exodus,abandonment
exonerate,absolve
exoneration,absolution
exorbitance,abandon
exorbitant,a bit much
exorcism,cantrip
exorcist,acolyte
exotic,alien
expand,add to
expanded,accelerated
expanding,amplifying
expanse,acreage
expansion,access
expansive,accessible
expatiate,amplify
expatriate,DP
expect,account as
expectant,agape
expectation,aftertime
expected,anticipated
expecting,agape
expedience,advantageousness
expediency,appositeness
expedient,action
expedite,accelerate
expedition,advance
expeditious,agile
expeditiously,PDQ
expel,abrupt
expend,ablate
expendable,consumable
expended,ablated
expenditure,ablation
expense,amount
expensive,cheap
experience,feeling
experienced,seasoned
experiment,analysis
experimental,conjectural
experimentation,R and D
expert,Admirable Crichton
expertise,ability
expertly,ably
expiate,amend
expiation,amends
expiration,Aqua-Lung
expire,advance
expired,ago
explain,absolve
explanation,abstraction
explanatory,allegorizing
expletive,battology
explicable,Englishable
explicate,account for
explicit,absolute
explode,backfire
exploded,belied
exploit,abuse
exploitable,appliable
exploration,adventure
exploratory,advanced
explore,beat the bushes
explorer,adventurer
explosion,accelerando
explosive,Ballistite
exponent,Maecenas
exponential,algorismic
export,air-express
expose,advertise
